"ID","MOD13Q1_NDVI_2013_305","MOD13Q1_NDVI_2013_321","MOD13Q1_NDVI_2013_337","MOD13Q1_NDVI_2013_353","MOD13Q1_NDVI_2014_001","MOD13Q1_NDVI_2014_017","MOD13Q1_NDVI_2014_033","MOD13Q1_NDVI_2014_049","MOD13Q1_NDVI_2014_065","MOD13Q1_NDVI_2014_081","MOD13Q1_NDVI_2014_097","MOD13Q1_NDVI_2014_113","MOD13Q1_EVI_2013_305","MOD13Q1_EVI_2013_321","MOD13Q1_EVI_2013_337","MOD13Q1_EVI_2013_353","MOD13Q1_EVI_2014_001","MOD13Q1_EVI_2014_017","MOD13Q1_EVI_2014_033","MOD13Q1_EVI_2014_049","MOD13Q1_EVI_2014_065","MOD13Q1_EVI_2014_081","MOD13Q1_EVI_2014_097","MOD13Q1_EVI_2014_113","MOD13Q1_SAVI_2013_305","MOD13Q1_SAVI_2013_321","MOD13Q1_SAVI_2013_337","MOD13Q1_SAVI_2013_353","MOD13Q1_SAVI_2014_001","MOD13Q1_SAVI_2014_017","MOD13Q1_SAVI_2014_033","MOD13Q1_SAVI_2014_049","MOD13Q1_SAVI_2014_065","MOD13Q1_SAVI_2014_081","MOD13Q1_SAVI_2014_097","MCD15A2H_Lai_2013_305","MCD15A2H_Lai_2013_313","MCD15A2H_Lai_2013_321","MCD15A2H_Lai_2013_329","MCD15A2H_Lai_2013_337","MCD15A2H_Lai_2013_345","MCD15A2H_Lai_2013_361","MCD15A2H_Lai_2014_001","MCD15A2H_Lai_2014_009","MCD15A2H_Lai_2014_017","MCD15A2H_Lai_2014_025","MCD15A2H_Lai_2014_033","MCD15A2H_Lai_2014_041","MCD15A2H_Lai_2014_049","MCD15A2H_Lai_2014_057","MCD15A2H_Lai_2014_065","MCD15A2H_Lai_2014_073","MCD15A2H_Lai_2014_081","MCD15A2H_Lai_2014_089","MCD15A2H_Lai_2014_097","MCD15A2H_Lai_2014_105","MCD15A2H_Lai_2014_113","MOD16A2_PET_500m_2013_305","MOD16A2_PET_500m_2013_313","MOD16A2_PET_500m_2013_329","MOD16A2_PET_500m_2013_337","MOD16A2_PET_500m_2013_345","MOD16A2_PET_500m_2013_361","MOD16A2_PET_500m_2014_001","MOD16A2_PET_500m_2014_009","MOD16A2_PET_500m_2014_017","MOD16A2_PET_500m_2014_025","MOD16A2_PET_500m_2014_033","MOD16A2_PET_500m_2014_041","MOD16A2_PET_500m_2014_049","MOD16A2_PET_500m_2014_057","MOD16A2_PET_500m_2014_065","MOD16A2_PET_500m_2014_073","MOD16A2_PET_500m_2014_081","MOD16A2_PET_500m_2014_089","MOD16A2_PET_500m_2014_097","MOD16A2_PET_500m_2014_105","MOD16A2_PET_500m_2014_113"
13035,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13036,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13037,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13038,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13039,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13040,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13041,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13042,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13043,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13044,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13045,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13046,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13047,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13048,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13049,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13050,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13051,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13052,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13053,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13054,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13055,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13056,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13057,0.3727,0.4298,0.4957,0.6169,0.5455,0.6603,0.4567,0.5167,0.4633,0.4432,0.5327,0.4204,0.1786,0.205,0.2666,0.3541,0.3181,0.4404,0.2199,0.2504,0.2834,0.2434,0.3371,0.2513,0.559,0.6446,0.7435,0.9253,0.8182,0.9904,0.6849,0.7749,0.6949,0.6648,0.799,8,7,6,7,7,11,14,14,16,14,19,18,12,17,11,10,9,8,8,7,7,7,32765,355,32765,207,32765,125,178,159,275,32765,413,426,439,432,592,671,696,734,751,794,790
13058,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13059,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13060,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13061,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13062,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13063,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13064,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13065,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13066,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13067,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13068,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13069,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13070,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13071,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13072,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13073,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13074,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13075,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13076,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13077,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13078,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13079,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13080,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
13081,0.5426,0.4742,0.3955,0.5227,0.5227,0.6068,0.59,0.6144,0.4267,0.409,0.4158,0.4726,0.301,0.2465,0.1935,0.2522,0.2522,0.3342,0.3098,0.3098,0.2154,0.2127,0.2286,0.2679,0.8138,0.7112,0.5932,0.7839,0.7839,0.9101,0.8849,0.9214,0.64,0.6134,0.6237,12,11,9,5,8,8,10,10,7,12,10,15,12,12,8,9,8,11,10,7,7,7,32765,367,32765,32765,32765,32765,32765,32765,302,381,431,399,464,535,586,680,649,721,728,781,762
